LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
1441,081111,050414,20630,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.250.15.101 : 32889 dest : /10.250.15.101 : 50010,89426f91,Receiving block (BLK) src : /<*> : 32889 dest : /<*> : 50010,"['10.250.15.101', '10.250.15.101']"
1442,081111,050426,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.250.15.101 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.250.15.101']
1443,081111,050534,20462,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.123.20,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.123.20']
1444,081111,050710,20499,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1445,081111,051005,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.122.79 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.122.79']
1446,081111,051007,21019,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.203.149 : 41751 dest : /10.251.203.149 : 50010,a28f4c3d,Receiving block (BLK) src : /<*> : 41751 dest : /<*> : 50010,"['10.251.203.149', '10.251.203.149']"
1447,081111,051128,20647,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.65.237,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.65.237']
1448,081111,051129,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.107.227 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.107.227']
1449,081111,051130,20759,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.70.112,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.70.112']
1450,081111,051331,20788,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
1451,081111,051411,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.214.225 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.214.225']
1452,081111,051513,20482,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.199.245 : 33914 dest : /10.251.199.245 : 50010,0db88146,Receiving block (BLK) src : /<*> : 33914 dest : /<*> : 50010,"['10.251.199.245', '10.251.199.245']"
1453,081111,051517,20834,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.214.67 : 58610 dest : /10.251.214.67 : 50010,e435988c,Receiving block (BLK) src : /<*> : 58610 dest : /<*> : 50010,"['10.251.214.67', '10.251.214.67']"
1454,081111,051555,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.42.16 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.42.16']
1455,081111,051726,20622,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.17.225,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.17.225']
1456,081111,051744,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.65.203 : 50010 is added to (BLK) size 3546628,3d2ed7bf,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 3546628,['10.251.65.203']
1457,081111,051819,20803,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.5.161,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.5.161']
1458,081111,051953,20767,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1459,081111,052017,20779,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.15.240,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.15.240']
1460,081111,052103,20872,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.38.197 : 60409 dest : /10.251.38.197 : 50010,30411f95,Receiving block (BLK) src : /<*> : 60409 dest : /<*> : 50010,"['10.251.38.197', '10.251.38.197']"
1461,081111,052348,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.90.239 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.90.239']
1462,081111,052507,21174,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1463,081111,052633,21162,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
1464,081111,052716,20795,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.203.149 : 42756 dest : /10.251.203.149 : 50010,24bcfb2b,Receiving block (BLK) src : /<*> : 42756 dest : /<*> : 50010,"['10.251.203.149', '10.251.203.149']"
1465,081111,052803,21053,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.214.67 : 41233 dest : /10.251.214.67 : 50010,aee92e74,Receiving block (BLK) src : /<*> : 41233 dest : /<*> : 50010,"['10.251.214.67', '10.251.214.67']"
1466,081111,052812,21102,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.195.70 : 50389 dest : /10.251.195.70 : 50010,d94f2337,Receiving block (BLK) src : /<*> : 50389 dest : /<*> : 50010,"['10.251.195.70', '10.251.195.70']"
1467,081111,052842,21012,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1468,081111,052846,21358,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.39.179,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.39.179']
1469,081111,052853,20914,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.125.174,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.125.174']
1470,081111,053001,20539,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.107.19,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.107.19']
1471,081111,053010,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/rand5/_temporary/_task_200811101024_0011_m_001408_0/part-01408. (BLK),be9b14e2,BLOCK* NameSystem.allocateBlock : /user/root/rand5/_temporary/_task_200811101024_0011_m_001408_0/part-01408. (BLK),[]
1472,081111,053158,21003,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.42.207 : 36091 dest : /10.251.42.207 : 50010,729e74ac,Receiving block (BLK) src : /<*> : 36091 dest : /<*> : 50010,"['10.251.42.207', '10.251.42.207']"
1473,081111,053245,21296,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.203.149 : 41058 dest : /10.251.203.149 : 50010,7cfa800c,Receiving block (BLK) src : /<*> : 41058 dest : /<*> : 50010,"['10.251.203.149', '10.251.203.149']"
1474,081111,053325,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.39.144 : 50010 is added to (BLK) size 3534443,3dc27f8a,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 3534443,['10.251.39.144']
1475,081111,053347,21024,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.26.131,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.26.131']
1476,081111,053359,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/rand5/_temporary/_task_200811101024_0011_m_001730_0/part-01730. (BLK),0bf9aa88,BLOCK* NameSystem.allocateBlock : /user/root/rand5/_temporary/_task_200811101024_0011_m_001730_0/part-01730. (BLK),[]
1477,081111,053400,21069,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.38.214 : 42160 dest : /10.251.38.214 : 50010,d4229bfe,Receiving block (BLK) src : /<*> : 42160 dest : /<*> : 50010,"['10.251.38.214', '10.251.38.214']"
1478,081111,053431,20804,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.15.67,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.15.67']
1479,081111,053619,21091,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.107.196 : 43317 dest : /10.251.107.196 : 50010,05f14fe0,Receiving block (BLK) src : /<*> : 43317 dest : /<*> : 50010,"['10.251.107.196', '10.251.107.196']"
1480,081111,053916,21341,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1481,081111,053932,21163,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1482,081111,053958,21262,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.250.15.67 : 55334 dest : /10.250.15.67 : 50010,3bfcd128,Receiving block (BLK) src : /<*> : 55334 dest : /<*> : 50010,"['10.250.15.67', '10.250.15.67']"
1483,081111,054004,21237,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.30.179,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.30.179']
1484,081111,054018,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.106.37 : 50010 is added to (BLK) size 3552141,236ab063,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 3552141,['10.251.106.37']
1485,081111,054135,21577,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.11.53,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.11.53']
1486,081111,054310,21173,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 10157271 from /10.251.66.3,345fb755,Received block (BLK) of size 10157271 from /<*>,['10.251.66.3']
1487,081111,054323,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.30.179 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.30.179']
1488,081111,054342,20995,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
1489,081111,054443,21162,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
1490,081111,054449,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.125.193 : 50010 is added to (BLK) size 3550839,4662217c,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 3550839,['10.251.125.193']
1491,081111,054504,21552,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1492,081111,054731,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of 10.251.214.130 : 50010,bc190ce5,BLOCK* NameSystem.delete : (BLK) is added to invalidSet of <*> : 50010,['10.251.214.130']
1493,081111,054811,21215,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1494,081111,054914,21234,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.39.192,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.39.192']
1495,081111,055147,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.127.243 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.127.243']
1496,081111,055219,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.67.4 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.67.4']
1497,081111,055444,21503,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1498,081111,055501,21608,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.11.100,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.11.100']
1499,081111,055640,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.250.7.32 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.250.7.32']
1500,081111,055936,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.250.7.244 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.250.7.244']
1501,081111,060015,21733,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
1502,081111,060043,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.250.7.244 : 50010 is added to (BLK) size 28484260,224ac6dc,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 28484260,['10.250.7.244']
1503,081111,060104,21535,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1504,081111,060154,21461,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.199.150 : 45184 dest : /10.251.199.150 : 50010,b3a37146,Receiving block (BLK) src : /<*> : 45184 dest : /<*> : 50010,"['10.251.199.150', '10.251.199.150']"
1505,081111,060244,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.197.226 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.197.226']
1506,081111,060510,21849,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1507,081111,061043,21809,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.106.10,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.106.10']
1508,081111,061200,21837,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.15.67,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.15.67']
1509,081111,061202,22063,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.71.193,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.71.193']
1510,081111,061534,21779,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1511,081111,061549,21862,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.90.81,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.90.81']
1512,081111,061602,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001192_0/part-01192. (BLK),5b45d3bb,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001192_0/part-01192. (BLK),[]
1513,081111,061707,21528,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1514,081111,061713,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.109.209 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.109.209']
1515,081111,061730,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_000900_0/part-00900. (BLK),2f85bea8,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_000900_0/part-00900. (BLK),[]
1516,081111,061739,21895,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.91.15,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.91.15']
1517,081111,061857,17075,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.39.160,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.39.160']
1518,081111,061900,21890,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1519,081111,061909,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.66.192 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.66.192']
1520,081111,061921,21913,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1521,081111,061926,22010,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.214.67,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.214.67']
1522,081111,062002,21694,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1523,081111,062029,21573,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.203.246 : 48508 dest : /10.251.203.246 : 50010,e6ce3a31,Receiving block (BLK) src : /<*> : 48508 dest : /<*> : 50010,"['10.251.203.246', '10.251.203.246']"
1524,081111,062038,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.215.50 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.215.50']
1525,081111,062102,22250,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
1526,081111,062238,21812,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.42.9 : 43819 dest : /10.251.42.9 : 50010,887c2d5c,Receiving block (BLK) src : /<*> : 43819 dest : /<*> : 50010,"['10.251.42.9', '10.251.42.9']"
1527,081111,062311,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.66.102 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.66.102']
1528,081111,062353,22087,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.105.189 : 53216 dest : /10.251.105.189 : 50010,ead61643,Receiving block (BLK) src : /<*> : 53216 dest : /<*> : 50010,"['10.251.105.189', '10.251.105.189']"
1529,081111,062628,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001314_0/part-01314. (BLK),634c4c17,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001314_0/part-01314. (BLK),[]
1530,081111,062735,22030,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
1531,081111,062905,21843,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.199.159,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.199.159']
1532,081111,062911,22258,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.37.240,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.37.240']
1533,081111,063053,21803,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.202.134,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.202.134']
1534,081111,063138,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001529_0/part-01529. (BLK),9255bceb,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001529_0/part-01529. (BLK),[]
1535,081111,063241,22074,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.107.19,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.107.19']
1536,081111,063244,22352,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.42.84 : 35776 dest : /10.251.42.84 : 50010,333ef99f,Receiving block (BLK) src : /<*> : 35776 dest : /<*> : 50010,"['10.251.42.84', '10.251.42.84']"
1537,081111,063302,21914,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.30.85,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.30.85']
1538,081111,063305,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.214.67 : 50010 is added to (BLK) size 28508403,a868c6c3,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 28508403,['10.251.214.67']
1539,081111,063316,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.107.19 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.107.19']
1540,081111,063323,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.67.225 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.67.225']
1541,081111,063402,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.75.143 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.75.143']
1542,081111,063413,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001726_0/part-01726. (BLK),6c742d4a,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001726_0/part-01726. (BLK),[]
1543,081111,063451,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001554_0/part-01554. (BLK),3f425607,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001554_0/part-01554. (BLK),[]
1544,081111,063459,21912,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.42.84 : 40950 dest : /10.251.42.84 : 50010,8de958f0,Receiving block (BLK) src : /<*> : 40950 dest : /<*> : 50010,"['10.251.42.84', '10.251.42.84']"
1545,081111,063514,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. (BLK),108e6514,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. (BLK),[]
1546,081111,063636,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.43.192 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.43.192']
1547,081111,063859,22169,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.214.32 : 47910 dest : /10.251.214.32 : 50010,cc21dbd0,Receiving block (BLK) src : /<*> : 47910 dest : /<*> : 50010,"['10.251.214.32', '10.251.214.32']"
1548,081111,063923,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.203.149 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.203.149']
1549,081111,063944,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.122.65 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.122.65']
1550,081111,064011,22583,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1551,081111,064106,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. (BLK),108e6514,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. (BLK),[]
1552,081111,064209,22299,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
1553,081111,064322,6765,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.111.209,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.111.209']
1554,081111,064501,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001635_0/part-01635. (BLK),9b26e7c1,BLOCK* NameSystem.allocateBlock : /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001635_0/part-01635. (BLK),[]
1555,081111,064603,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.31.5 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.31.5']
1556,081111,064615,22671,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.39.179 : 42019 dest : /10.251.39.179 : 50010,1355300c,Receiving block (BLK) src : /<*> : 42019 dest : /<*> : 50010,"['10.251.39.179', '10.251.39.179']"
1557,081111,064710,22306,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
1558,081111,064806,22602,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
